[[  9.73149611  24.54811178   0.        ]
 [ 11.10762924  15.95513956   0.        ]
 [  9.14558497  24.49350496   0.        ]
 [ 11.75119029  17.28286768   0.        ]
 [ 11.09306183  22.40636794   0.        ]
 [  9.23523025  24.91155968   0.        ]
 [ 10.44544658  22.09316647   0.        ]
 [ 11.0672862   26.75267816   0.        ]
 [  9.42166253  26.70506286   0.        ]
 [  9.36564422  20.54758286   0.        ]
 [ 10.77580582  20.93743929   0.        ]
 [ 10.655396    28.00934139   0.        ]
 [ 11.46590075  25.56836503   0.        ]
 [ 10.07351526  20.70571034   0.        ]
 [ 10.38732176  13.56367078   0.        ]
 [ 10.27865789  19.60071283   0.        ]
 [ 11.36337493  13.33123881   0.        ]
 [ 12.39095409  17.56174475   0.        ]
 [ 11.25380316  21.28779609   0.        ]
 [  9.92097975  28.44773014   0.        ]
 [ 10.16636673  22.63879355   0.        ]
 [  9.47205886  16.17565044   0.        ]
 [ 10.15659977  18.52352322   0.        ]
 [  9.73705482  25.81186277   0.        ]
 [  9.27817183  27.37369142   0.        ]
 [ 11.76844047  22.11332614   0.        ]
 [ 10.84983588  14.45998553   0.        ]
 [ 13.58145752  24.04013069   0.        ]
 [ 10.40302963  12.66773855   0.        ]
 [ 10.62293283  15.1601958    0.        ]
 [ 12.31665566  19.0031296    0.        ]
 [ 10.64030396  18.71463406   0.        ]
 [ 10.29275364  27.64702375   0.        ]
 [  9.97145667  20.96162392   0.        ]
 [ 12.39412794  22.74320609   0.        ]
 [  9.67804078  13.63225096   0.        ]
 [ 10.96359744  21.03259315   0.        ]
 [ 12.36565555  16.9216244    0.        ]
 [ 10.42295738  12.38217598   0.        ]
 [ 10.44856302  25.23684806   0.        ]
 [ 10.4784001   19.31799446   0.        ]
 [ 11.28475394  -8.2111309    1.        ]
 [ 16.38103446  -1.22034139   1.        ]
 [  8.34389163 -11.55232984   1.        ]
 [ 15.73277394  -2.27521979   1.        ]
 [ 11.04801888  -6.86646542   1.        ]
 [  9.98960686  -9.6258758    1.        ]
 [ 14.53624304  -8.74564914   1.        ]
 [ 10.77275911 -11.51675516   1.        ]
 [ 11.92082676  -9.16756127   1.        ]
 [ 14.20966171  -5.09637988   1.        ]
 [ 14.77169423  -5.78987747   1.        ]
 [ 10.93022752 -10.71833148   1.        ]
 [ 11.51615671  -8.76900323   1.        ]
 [ 10.73480926  -4.48359081   1.        ]
 [ 14.79431826  -1.19735908   1.        ]
 [ 15.56630737  -6.71711397   1.        ]
 [ 16.65486496  -0.22459194   1.        ]
 [ 14.10552739  -3.0552687    1.        ]
 [ 13.21514252  -5.42058252   1.        ]
 [ 11.03551413  -9.99541717   1.        ]
 [ 12.11723454  -9.62552468   1.        ]
 [ 14.42357333  -3.07017985   1.        ]
 [ 15.93680686  -3.31287681   1.        ]
 [  8.61319085 -10.44888201   1.        ]
 [ 10.37465742  -7.83058048   1.        ]
 [ 13.85665977  -5.88868473   1.        ]
 [ 16.26823386  -1.29440967   1.        ]
 [ 12.85750881  -8.90519801   1.        ]
 [ 18.40144893   0.11180436   1.        ]
 [ 16.15825281   1.92626102   1.        ]
 [ 14.58646729  -3.42423068   1.        ]
 [ 13.85387564  -6.25319519   1.        ]
 [  9.05002351 -10.84488212   1.        ]
 [ 12.49355227  -5.55476718   1.        ]
 [ 13.68494272  -6.5258232    1.        ]
 [ 18.92533961   0.08951201   1.        ]
 [ 11.4486509   -7.44349734   1.        ]
 [ 13.07696077  -2.96750783   1.        ]
 [ 17.26200991   1.17701653   1.        ]
 [ 10.55374179  -9.35406178   1.        ]
 [ 14.98231064  -3.87992857   1.        ]
 [ 10.28798268  12.95212733   2.        ]
 [ 17.3018851    6.13068532   2.        ]
 [ 12.11377763  14.89955478   2.        ]
 [ 15.05959036   4.26825827   2.        ]
 [ 12.87807438  10.47507194   2.        ]
 [ 12.0902884   13.19782232   2.        ]
 [ 12.39928558  10.99441856   2.        ]
 [ 10.64975843  14.29965312   2.        ]
 [  9.21917466  13.82434484   2.        ]
 [ 13.08070648  11.4758099    2.        ]
 [ 10.57114736   8.16184968   2.        ]
 [  9.55284491  12.31214034   2.        ]
 [ 11.76355969  12.46448611   2.        ]
 [ 13.65015822  11.97429256   2.        ]
 [ 17.60843643   4.31042698   2.        ]
 [ 14.02686397   9.10269491   2.        ]
 [ 16.19145522   3.87197727   2.        ]
 [ 15.19378576   6.53999349   2.        ]
 [ 12.5082087    9.53937749   2.        ]
 [  9.93648524  14.23822163   2.        ]
 [ 10.26030778  11.96217788   2.        ]
 [ 16.52751736   6.5836891    2.        ]
 [ 15.81646064   7.52433911   2.        ]
 [  9.70141766  13.5175621    2.        ]
 [ 11.34251893  12.73299065   2.        ]
 [ 12.38512079   9.55797882   2.        ]
 [ 16.0105854    5.67933494   2.        ]
 [ 12.74741365  11.38634079   2.        ]
 [ 18.41294203   3.38684671   2.        ]
 [ 18.25280959   3.78570324   2.        ]
 [ 16.65433893   7.9182658    2.        ]
 [ 12.82136232   9.82033968   2.        ]
 [ 11.3881363   14.75770508   2.        ]
 [ 14.53856875   8.87116646   2.        ]
 [ 13.91881744  10.33689058   2.        ]
 [ 18.57822815   4.23027928   2.        ]
 [ 12.8304833    9.66118712   2.        ]
 [ 16.16306183   5.59762649   2.        ]
 [ 17.9686098    3.01447556   2.        ]
 [ 10.68289639  13.52602462   2.        ]
 [ 14.84795667   7.49667068   2.        ]]
